"","PLOT_ID","Source","Lat","Lon","Slope","gr_mean","Biom_mean","RS","PWQ","PH","SOC","Basal","CV","Age","Biome","Sink"
"194","Plot194","FIA",41.29,-76.47,-2.19,0.269,0.07,17.62,321,5,61.51,0.0031,0.37,74.5,"Temperate",0.199
"195","Plot195","FIA",41.74,-78.98,-1.16,0.225,0.079,16.1,345,4.900000095,55.66,0.0035,0.46,95.75,"Temperate",0.146
"196","Plot196","FIA",41.41,-78.32,-1.51,0.09,0.014,18.75,327,4.900000095,44.6,0.0019,0.49,92.75,"Temperate",0.076
"197","Plot197","FIA",41.52,-78.4,-2.22,0.158,0.033,18.24,332,4.800000191,49.96,0.0028,0.21,85.75,"Temperate",0.125
"198","Plot198","FIA",40.93,-78.06,-1.57,0.124,0.049,15.94,308,4.5,52.2,0.0021,0.34,99.5,"Temperate",0.075
"199","Plot199","FIA",41.08,-77.82,-0.62,0.18,0.239,17.78,310,4.5,46.37,0.0022,0.25,75.75,"Temperate",-0.059
"200","Plot200","FIA",40.76,-77.81,-1.72,0.39,0.064,14.7,297,4.5,47.09,0.0021,0.26,60.75,"Temperate",0.326
"201","Plot201","FIA",41.23,-79.28,-2.55,0.35,0.033,17.25,340,4.5,46.18,0.0044,0.34,86.75,"Temperate",0.317
"202","Plot202","FIA",41.27,-78.01,-1.88,0.258,0.157,18.34,319,4.5,52.99,0.0025,0.35,75.5,"Temperate",0.101
"203","Plot203","FIA",41.26,-77.84,-0.87,0.091,0.093,18.84,315,4.5,45.49,0.0034,0.35,96,"Temperate",-0.002
"204","Plot204","FIA",41.16,-77.57,-0.89,0.122,0.158,18.25,307,4.5,43.15,0.0019,0.25,78.5,"Temperate",-0.036
"205","Plot205","FIA",41.37,-78.47,-2.17,0.392,0.012,17.31,332,4.800000191,48.94,0.0029,0.48,87.5,"Temperate",0.38
"206","Plot206","FIA",41.39,-78.26,-3.26,0.126,0.027,18.59,325,4.900000095,43.44,0.0016,0.38,72.75,"Temperate",0.099
"207","Plot207","FIA",41.32,-78.47,-0.97,0.054,0.051,18.28,327,4.900000095,47.36,0.0029,0.61,70.75,"Temperate",0.003
"208","Plot208","FIA",41.35,-79.14,-1.57,0.23,0.032,16.84,336,4.5,44.47,0.0037,0.41,92.75,"Temperate",0.198
"209","Plot209","FIA",41.12,-78.82,-2.2,0.111,0.06,16.45,323,5,37.26,0.0022,0.25,45.75,"Temperate",0.051
"210","Plot210","FIA",41.31,-78.85,-2.51,0.241,0.02,17.02,333,4.900000095,47.33,0.0037,0.31,97.75,"Temperate",0.221
"211","Plot211","FIA",41.5,-77.39,-1.04,0.102,0.072,21.37,300,5.400000095,55.88,0.003,0.31,73.5,"Temperate",0.03
"212","Plot212","FIA",41.46,-77.38,-2.39,0.274,0.033,21.18,305,4.5,47.41,0.0033,0.4,93.75,"Temperate",0.241
"213","Plot213","FIA",41.64,-78.35,-1.82,0.251,0.084,18.98,330,4.800000191,53.93,0.0042,0.29,72.75,"Temperate",0.167
"214","Plot214","FIA",39.77,-79.72,-2.55,0.306,0.005,14.41,352,4.5,55.98,0.0029,0.37,58.5,"Temperate",0.301
"215","Plot215","FIA",40.92,-76.15,-1.53,0.451,0.131,16.66,337,4.5,48.08,0.0026,0.34,79.75,"Temperate",0.32
"216","Plot216","FIA",40.65,-76,-0.77,0.217,0.329,13.66,321,4.5,40.39,0.0029,0.45,80.75,"Temperate",-0.112
"217","Plot217","FIA",40.86,-75.98,-1.05,0.19,0.139,14.96,338,5.400000095,59.19,0.0023,0.3,75.75,"Temperate",0.051
"218","Plot218","FIA",41.8,-76.66,-1.84,0.316,0.024,18.09,260,5.300000191,39.36,0.0037,0.34,66.75,"Temperate",0.292
"219","Plot219","FIA",41.15,-75.5,-1.9,0.351,0.048,12.76,328,5.099999905,58.44,0.0034,0.38,81.75,"Temperate",0.303
"220","Plot220","FIA",40.92,-76.69,-1.61,0.324,0.091,16.84,305,5.300000191,33.81,0.0036,0.28,66.75,"Temperate",0.233
"221","Plot221","FIA",40.4,-75.42,-1.26,0.196,0.053,12.21,314,5.5,29.59,0.0016,0.56,66.75,"Temperate",0.143
"222","Plot222","FIA",32.41,-80.73,-1.66,0.134,0.024,34.2,471,5.199999809,35.36,0.0023,0.4,67.5,"Temperate",0.11
"223","Plot223","FIA",32.92,-80.48,-2.12,0.3,0.06,29.36,458,5.300000191,37.65,0.0024,0.39,76.5,"Temperate",0.24
"224","Plot224","FIA",33.23,-81.76,-2.88,0.428,0.038,20.3,356,5.400000095,24.16,0.0023,0.46,65.5,"Temperate",0.39
"225","Plot225","FIA",32.88,-80.2,-1.33,0.016,0.019,32.23,466,5.199999809,48.29,0.002,0.43,85.6,"Temperate",-0.003
"226","Plot226","FIA",32.96,-80.21,-1.38,0.259,0.084,30.82,464,5.199999809,36.37,0.0024,0.49,65.5,"Temperate",0.175
"227","Plot227","FIA",32.82,-81.15,-1.19,0.365,0.075,29.17,439,5.900000095,26.34,0.006,0.3,88.4,"Temperate",0.29
"228","Plot228","FIA",32.7,-80.85,-3.68,0.289,0.017,29.8,459,5,30.83,0.0026,0.45,71,"Temperate",0.272
"229","Plot229","FIA",32.52,-81.23,-1.34,0.106,0.051,30.02,443,5.800000191,33.95,0.0022,0.43,101.5,"Temperate",0.055
"230","Plot230","FIA",32.52,-81.12,-0.87,0.358,0.171,30.73,453,5.599999905,36.21,0.0043,0.42,80.6,"Temperate",0.187
"231","Plot231","FIA",33.31,-79.88,-2.52,0.072,0.027,27.97,448,7.900000095,39.1,0.0024,0.34,31.8,"Temperate",0.045
"232","Plot232","FIA",32.8,-80.23,-1.09,0.216,0.115,32.93,468,5.400000095,58.1,0.0047,0.36,62.5,"Temperate",0.101
"233","Plot233","FIA",33.62,-79.15,-2.42,0.539,0.021,28.53,458,5.400000095,129.1,0.0068,0.45,118.5,"Temperate",0.518
"234","Plot234","FIA",33.73,-79.23,-2.16,0.318,0.037,27.65,448,5.199999809,58.79,0.0024,0.35,98.8,"Temperate",0.281
"235","Plot235","FIA",34.38,-79.67,-2.5,0.819,0.028,22.06,381,5.400000095,36.25,0.0038,0.5,69.8,"Temperate",0.791
"236","Plot236","FIA",34.27,-82.46,-2.54,0.416,0.084,13.94,297,5.599999905,20.8,0.0022,0.44,72.75,"Temperate",0.332
"237","Plot237","FIA",34.17,-82.51,-1.64,0.221,0.046,14.91,299,5.599999905,20.87,0.0021,0.35,82.6,"Temperate",0.175
"238","Plot238","FIA",34.59,-81.08,-2.02,0.424,0.013,15.4,336,5.599999905,23.2,0.0038,0.45,68.25,"Temperate",0.411
"239","Plot239","FIA",34.53,-81.41,-3.83,0.352,0.079,14.33,321,5.599999905,27.52,0.0037,0.4,75.5,"Temperate",0.273
"240","Plot240","FIA",35.16,-82.43,-0.88,0.061,0.082,8.34,416,5.199999809,36.25,0.0041,0.57,80.2,"Temperate",-0.021
"241","Plot241","FIA",34.9,-80.88,-3.95,0.262,0.007,13.01,325,5.400000095,21.14,0.0016,0.4,81.6,"Temperate",0.255
"242","Plot242","FIA",34.66,-80.54,-1.55,0.191,0.121,15.52,346,6.099999905,22.94,0.0029,0.55,66.5,"Temperate",0.07
"243","Plot243","FIA",34.35,-82.06,-1.48,0.177,0.052,12.82,294,5.699999809,20.36,0.0027,0.5,90.6,"Temperate",0.125
"244","Plot244","FIA",34.54,-81.79,-1.23,0.309,0.049,11.98,305,5.699999809,24.07,0.0022,0.26,40.25,"Temperate",0.26
"245","Plot245","FIA",34.39,-81.97,-1.25,0.151,0.073,12.4,294,5.699999809,20.9,0.0024,0.45,76.5,"Temperate",0.078
"246","Plot246","FIA",33.82,-82.19,-1.3,0.408,0.181,16,317,5.199999809,21.54,0.0025,0.49,83,"Temperate",0.227
"247","Plot247","FIA",34.69,-83.25,-2.82,0.251,0.054,11,371,5.400000095,30.44,0.0025,0.38,71.4,"Temperate",0.197
"248","Plot248","FIA",35.16,-82.19,-3.39,0.468,0.03,9.79,345,5.699999809,26.09,0.0028,0.49,76.75,"Temperate",0.438
"249","Plot249","FIA",34.68,-81.62,-1.67,0.273,0.123,12.26,312,5.699999809,26.22,0.003,0.43,79.5,"Temperate",0.15
"250","Plot250","FIA",34.73,-81.55,-1.58,0.415,0.033,12.51,314,5.599999905,22.23,0.0032,0.39,62.5,"Temperate",0.382
"251","Plot251","FIA",35.13,-81.39,-1.09,0.082,0.033,11.31,333,5.400000095,25.07,0.0012,0.29,76.8,"Temperate",0.049
"252","Plot252","FIA",35,-81.24,-2.49,0.631,0.023,11.86,327,5.699999809,23.52,0.0045,0.62,55.6,"Temperate",0.608
"253","Plot253","FIA",35.19,-88.57,-1.52,0.242,0.106,20.41,291,5,19.06,0.0022,0.4,58,"Temperate",0.136
"254","Plot254","FIA",35.21,-88.47,-2.11,0.552,0.051,19.88,294,5,19.26,0.0026,0.38,62.75,"Temperate",0.501
"255","Plot255","FIA",35.09,-90.1,-2.08,0.592,0.105,21.5,277,5.199999809,31.8,0.0026,0.44,42.6,"Temperate",0.487
"256","Plot256","FIA",36.36,-88.05,-0.72,0.166,0.279,14.14,311,5.099999905,24.58,0.002,0.34,131.5,"Temperate",-0.113
"257","Plot257","FIA",35.56,-87.99,-1.33,0.471,0.157,17.98,312,5.699999809,22.81,0.0021,0.47,65.6,"Temperate",0.314
"258","Plot258","FIA",35.28,-87.97,-2.22,0.318,0.069,18.4,316,5.400000095,20.46,0.0019,0.35,57.8,"Temperate",0.249
"259","Plot259","FIA",35.43,-87.88,-1.58,0.447,0.128,18.22,318,5.400000095,20.5,0.0024,0.36,65.25,"Temperate",0.319
"260","Plot260","FIA",35.08,-87.78,-1.72,0.189,0.062,17.96,325,5.099999905,21.18,0.0016,0.34,81.75,"Temperate",0.127
"261","Plot261","FIA",35.61,-88.04,-3.04,0.292,0.067,17.84,307,5.400000095,25.22,0.0017,0.54,134.8,"Temperate",0.225
"262","Plot262","FIA",36.22,-87.97,-2.15,0.251,0.01,14.85,312,4.900000095,20.09,0.0017,0.43,88.8,"Temperate",0.241
"263","Plot263","FIA",36.03,-88.05,-2.78,0.513,0.031,15.71,311,5,19.94,0.0027,0.41,91.75,"Temperate",0.482
"264","Plot264","FIA",35.87,-87.45,-1.36,0.353,0.199,17.31,307,5,19.68,0.0022,0.47,73.5,"Temperate",0.154
"265","Plot265","FIA",35.81,-87.47,-2.16,0.225,0.096,17.8,306,5,19.73,0.0011,0.3,76,"Temperate",0.129
"266","Plot266","FIA",35.91,-87.34,-1.3,0.283,0.136,16.75,311,5.300000191,20.09,0.0019,0.39,62.75,"Temperate",0.147
"267","Plot267","FIA",35.87,-87.66,-2.31,0.284,0.087,17.37,311,5,19.78,0.0026,0.4,88.75,"Temperate",0.197
"268","Plot268","FIA",36.3,-87.83,-1.27,0.271,0.107,14.59,313,5.5,21.18,0.0025,0.38,70,"Temperate",0.164
"269","Plot269","FIA",35.34,-87.52,-2.03,0.296,0.096,17.94,320,5,20,0.0023,0.42,68.75,"Temperate",0.2
"270","Plot270","FIA",35.69,-86.12,-2.92,0.342,0.005,14.44,333,5.300000191,24.42,0.0029,0.44,69.5,"Temperate",0.337
"271","Plot271","FIA",36.22,-85.84,-2.36,0.407,0.146,13.72,340,5.300000191,32.36,0.0034,0.44,86,"Temperate",0.261
"272","Plot272","FIA",35.91,-87.08,-2.44,0.674,0.137,15.56,309,5,20.86,0.0028,0.29,57.25,"Temperate",0.537
"273","Plot273","FIA",36,-86.98,-1.49,0.351,0.066,14.96,308,5,25.02,0.0029,0.51,62.75,"Temperate",0.285
"274","Plot274","FIA",35.43,-86.06,-2.79,0.522,0.226,15.56,331,5.099999905,23.08,0.0033,0.4,67.5,"Temperate",0.296
"275","Plot275","FIA",35.47,-86.02,-2.61,0.366,0,15.33,332,5.099999905,21.52,0.0028,0.33,80.25,"Temperate",0.366
"276","Plot276","FIA",36.34,-86.86,-0.94,0.52,0.344,15.68,303,5,19.85,0.0029,0.39,95,"Temperate",0.176
"277","Plot277","FIA",36.31,-86.92,-2.47,0.416,0.04,15.6,302,5.300000191,21.06,0.0025,0.41,52.6,"Temperate",0.376
"278","Plot278","FIA",36.17,-86.99,-1.71,0.367,0.041,15.4,299,5,21.34,0.0025,0.4,78,"Temperate",0.326
"279","Plot279","FIA",36.03,-85.74,-3.89,0.986,0.021,14.26,334,5.300000191,31.98,0.0023,0.47,44.8,"Temperate",0.965
"280","Plot280","FIA",36.26,-87.45,-2.73,0.574,0.029,15.56,313,5.099999905,19.71,0.0023,0.41,107.5,"Temperate",0.545
"281","Plot281","FIA",36.09,-87.23,-2.44,0.94,0.089,15.79,309,5.300000191,20.51,0.003,0.44,91.8,"Temperate",0.851
"282","Plot282","FIA",36.3,-87.23,-1.78,0.239,0.079,16.07,303,5.300000191,20.83,0.0013,0.39,57.6,"Temperate",0.16
"283","Plot283","FIA",35.13,-85.49,-1.19,0.11,0.102,15.87,345,5.400000095,39.45,0.0018,0.38,74.8,"Temperate",0.00800000000000001
"284","Plot284","FIA",35.17,-85.85,-1.82,0.192,0.008,15.99,347,4.800000191,30.45,0.0021,0.32,70.25,"Temperate",0.184
"285","Plot285","FIA",35.99,-84.72,-3.17,0.205,0.113,13.36,367,4.800000191,33.17,0.0021,0.39,83,"Temperate",0.092
"286","Plot286","FIA",36.54,-84.07,-0.66,0.191,0.08,11.77,331,5.400000095,28.67,0.0016,0.34,73.5,"Temperate",0.111
"287","Plot287","FIA",36.46,-85.25,-2.83,0.603,0.042,13.68,342,5.300000191,24.56,0.0019,0.37,49,"Temperate",0.561
"288","Plot288","FIA",36.21,-85.36,-3.69,1.006,0.05,14.48,346,5.400000095,26.71,0.003,0.38,70.8,"Temperate",0.956
"289","Plot289","FIA",36.08,-85.42,-2.62,0.484,0.094,14.58,350,5.400000095,33.95,0.0023,0.39,71.75,"Temperate",0.39
"290","Plot290","FIA",36.24,-84.5,-3.29,0.539,0.034,12.09,352,5.400000095,31.36,0.0033,0.48,68.5,"Temperate",0.505
"291","Plot291","FIA",35.56,-85.8,-2.38,0.166,0.043,15,336,5.400000095,28.68,0.0019,0.31,57.75,"Temperate",0.123
"292","Plot292","FIA",35.99,-84.78,-0.7,0.745,0.274,14.02,358,5.400000095,28.3,0.0025,0.38,70,"Temperate",0.471
"293","Plot293","FIA",35.98,-84.77,-1.23,0.089,0.038,13.82,364,5.400000095,35.14,0.0019,0.41,67.6,"Temperate",0.051
"294","Plot294","FIA",36.07,-84.81,-1.26,0.078,0.074,13.93,356,4.800000191,28.06,0.0018,0.31,93,"Temperate",0.004
"295","Plot295","FIA",35.13,-86.03,-1.41,0.196,0.085,16.31,335,5.400000095,31.03,0.0024,0.35,78.25,"Temperate",0.111
"296","Plot296","FIA",35.04,-86.17,-0.95,0.066,0.033,16.97,326,5.400000095,28.18,0.0015,0.36,40,"Temperate",0.033
"297","Plot297","FIA",36.19,-84.34,-0.92,0.172,0.106,12.16,348,5.400000095,29.48,0.0023,0.45,78.25,"Temperate",0.066
"298","Plot298","FIA",36.02,-84.28,-2.84,0.294,0.012,13.35,319,5,24.97,0.0023,0.45,77.5,"Temperate",0.282
"299","Plot299","FIA",35.39,-84.47,-1.97,0.541,0.157,14.54,341,6.5,26.13,0.0029,0.3,66.75,"Temperate",0.384
"300","Plot300","FIA",35.35,-84.05,-0.65,0.189,0.254,11.31,445,5.300000191,68.75,0.0029,0.53,88.75,"Temperate",-0.065
"301","Plot301","FIA",35.4,-84.25,-2.73,0.351,0.016,14.82,352,6.099999905,23.96,0.0026,0.45,93.5,"Temperate",0.335
"302","Plot302","FIA",35.56,-84.14,-0.9,0.128,0.051,15.16,344,5.900000095,32.31,0.0017,0.37,61.6,"Temperate",0.077
"303","Plot303","FIA",35.69,-84.91,-3.79,0.857,0.063,15.77,342,4.900000095,29.78,0.0036,0.34,61.5,"Temperate",0.794
"304","Plot304","FIA",35.89,-84.34,-2.88,0.783,0.061,14.49,319,5,21.44,0.0028,0.41,81.8,"Temperate",0.722
"305","Plot305","FIA",35.76,-83.36,-2.47,0.71,0.074,14.85,342,5,26.88,0.0042,0.46,86,"Temperate",0.636
"306","Plot306","FIA",36.13,-82.36,-1.42,0.608,0.079,13.02,338,4.900000095,35.5,0.0041,0.53,74.25,"Temperate",0.529
"307","Plot307","FIA",36.15,-82.31,-2.04,0.43,0.298,11.84,354,4.900000095,64.95,0.003,0.26,53,"Temperate",0.132
"308","Plot308","FIA",36.28,-83.7,-1.19,0.137,0.078,13.32,334,5.5,24.98,0.0019,0.42,87.6,"Temperate",0.059
"309","Plot309","FIA",36.23,-82.05,-0.82,0.06,0.094,11.92,339,5.300000191,49.49,0.0035,0.42,58.5,"Temperate",-0.034
"310","Plot310","FIA",36.5,-83.86,-2.25,0.259,0.022,12.02,359,5.400000095,36.86,0.0032,0.49,91.75,"Temperate",0.237
"311","Plot311","FIA",35.8,-83.17,-2.1,0.339,0.007,14.68,325,4.900000095,25.38,0.003,0.47,55.5,"Temperate",0.332
"312","Plot312","FIA",35.89,-83.13,-0.97,0.086,0.103,14.34,332,4.900000095,29.73,0.0027,0.4,85.8,"Temperate",-0.017
"313","Plot313","FIA",35.89,-82.96,-1.16,0.338,0.194,14.67,314,4.900000095,25.63,0.0036,0.35,58.25,"Temperate",0.144
"314","Plot314","FIA",36.37,-83.43,-3.51,0.668,0.034,13.32,327,5.5,22.97,0.0033,0.47,71.8,"Temperate",0.634
"315","Plot315","FIA",35.13,-85.32,-1.73,0.747,0.322,16,339,5.400000095,31.41,0.0037,0.31,68.8,"Temperate",0.425
"316","Plot316","FIA",35.13,-85.21,-0.85,0.093,0.131,16.44,323,5.5,22.74,0.0023,0.46,78,"Temperate",-0.038
"317","Plot317","FIA",35.13,-85.38,-1.18,0.259,0.08,15.92,344,5.400000095,33.02,0.0029,0.42,83,"Temperate",0.179
"318","Plot318","FIA",36.41,-82.9,-2.52,0.402,0.038,12.62,294,6.800000191,24.61,0.0019,0.37,90.5,"Temperate",0.364
"319","Plot319","FIA",35.66,-83.77,-3.62,0.341,0.03,15.22,367,5,25.42,0.0026,0.39,67.75,"Temperate",0.311
"320","Plot320","FIA",36.36,-81.84,-1.03,0.398,0.232,11.24,334,5.400000095,35.3,0.0045,0.45,96.6,"Temperate",0.166
"321","Plot321","FIA",36.53,-81.84,-2.75,0.584,0.115,11.22,339,4.900000095,51.8,0.003,0.43,60,"Temperate",0.469
"322","Plot322","FIA",30.77,-94.13,-1.62,0.113,0.035,18.49,317,5,25.98,0.0018,0.36,27.5,"Temperate",0.078
"323","Plot323","FIA",29.94,-94.75,-2.58,0.349,0.044,20.55,378,5.599999905,30.43,0.0026,0.47,57.5,"Temperate",0.305
"324","Plot324","FIA",30.41,-95.39,-2.08,0.36,0.001,17.87,291,6.5,19.35,0.002,0.39,50.25,"Temperate",0.359
"325","Plot325","FIA",30.95,-93.66,-0.97,0.106,0.074,15.14,331,5.5,19.7,0.0017,0.42,57.5,"Temperate",0.032
"326","Plot326","FIA",30.63,-94.68,-0.82,0.069,0.01,17.25,316,5.099999905,20.28,0.0021,0.45,97.25,"Temperate",0.059
"327","Plot327","FIA",31.5,-94.06,-1.12,0.13,0.09,14.96,281,5.900000095,19.83,0.0033,0.51,58.25,"Temperate",0.04
"328","Plot328","FIA",31.33,-94.27,-0.95,0.054,0.049,15.58,276,5.5,19.4,0.003,0.48,80.25,"Temperate",0.005
"329","Plot329","FIA",30.47,-95.26,-0.73,0.056,0.021,18.3,297,6.5,19.56,0.0031,0.45,70.25,"Temperate",0.035
"330","Plot330","FIA",30.51,-95.14,-1.65,0.37,0.02,18.89,302,5.300000191,19.35,0.0028,0.35,71.25,"Temperate",0.35
"331","Plot331","FIA",30.41,-95.2,-1.12,0.179,0.038,17.89,306,6.5,20.06,0.004,0.46,71.5,"Temperate",0.141
"332","Plot332","FIA",31.13,-95.07,-0.65,0.15,0.575,14.5,258,5,18.63,0.0036,0.59,87.5,"Temperate",-0.425
"333","Plot333","FIA",31.11,-95.15,-2.63,0.353,0.011,14.65,262,7.599999905,17.82,0.0042,0.44,65.5,"Temperate",0.342
"334","Plot334","FIA",31.16,-95.1,-1.15,0.186,0.069,14.84,254,6.099999905,25.56,0.0027,0.64,78.25,"Temperate",0.117
"335","Plot335","FIA",30.94,-94.44,-0.92,0.095,0.004,17.61,292,4.699999809,19.59,0.0021,0.41,60.5,"Temperate",0.091
"336","Plot336","FIA",30.59,-95.7,-1.39,0.335,0.001,20.47,249,6.400000095,18.8,0.0031,0.4,82.5,"Temperate",0.334
"337","Plot337","FIA",30.54,-95.6,-1.21,0.167,0.005,19.69,262,5.199999809,22.64,0.0021,0.51,72.5,"Temperate",0.162
"338","Plot338","FIA",30.76,-95.5,-0.93,0.033,0.063,19.16,256,5.300000191,18.61,0.0037,0.36,59.25,"Temperate",-0.03
"339","Plot339","FIA",31.08,-94.32,-0.81,0.197,0.119,17.28,284,5,24.2,0.0029,0.55,60.25,"Temperate",0.078
"340","Plot340","FIA",29.67,-94.91,-0.38,0.096,0.003,24.19,365,5.300000191,44.76,0.0015,0.46,40.25,"Temperate",0.093
"341","Plot341","FIA",32.04,-95.58,-1.43,0.114,0.015,21.4,212,7.800000191,21.81,0.0018,0.32,49.5,"Temperate",0.099
"342","Plot342","FIA",31.6,-95.54,-1.7,0.188,0.01,18.05,224,4.900000095,20.45,0.0017,0.41,57.25,"Temperate",0.178
"343","Plot343","FIA",32.17,-95.54,-0.98,0.068,0.086,22.17,205,7.800000191,21.08,0.0017,0.35,67.25,"Temperate",-0.018
"344","Plot344","FIA",32.77,-94.08,-1.62,0.447,0.027,15.14,269,5.5,18.01,0.0046,0.48,50.5,"Temperate",0.42
"345","Plot345","FIA",32.81,-94.38,-1.32,0.089,0.031,17,248,5.300000191,21.27,0.0021,0.37,28.5,"Temperate",0.058
"346","Plot346","FIA",31.68,-94.56,-1.9,0.233,0.013,15.73,248,5.199999809,17.23,0.0028,0.44,50.25,"Temperate",0.22
"347","Plot347","FIA",32.21,-94.15,-0.64,0.017,0.005,14.94,270,5.300000191,17.3,0.002,0.45,50.25,"Temperate",0.012
"348","Plot348","FIA",32.07,-94.2,-1.65,0.299,0.013,14.88,266,5,23.75,0.0064,0.46,63.5,"Temperate",0.286
"349","Plot349","FIA",31.99,-94.05,-1.6,0.544,0.019,14.84,269,4.900000095,23.79,0.003,0.43,45.25,"Temperate",0.525
"350","Plot350","FIA",33.43,-94.37,-1.54,0.127,0.032,16.15,275,5.199999809,19.06,0.0022,0.38,55.5,"Temperate",0.095
"351","Plot351","FIA",31.68,-94.26,-1.39,0.187,0.001,14.99,265,5,19.64,0.0023,0.48,55.25,"Temperate",0.186
"352","Plot352","FIA",31.63,-93.86,-0.74,0.235,0.105,15.44,278,6.900000095,20.58,0.002,0.55,73.25,"Temperate",0.13
"353","Plot353","FIA",31.71,-93.96,-1.15,0.045,0.01,15.33,274,6.900000095,18.16,0.003,0.52,77.5,"Temperate",0.035
"354","Plot354","FIA",31.76,-94.01,-1.19,0.082,0.061,14.97,273,6.900000095,19.02,0.0021,0.35,68.5,"Temperate",0.021
"355","Plot355","FIA",32.85,-94.76,-2.1,0.142,0.013,20,229,5.300000191,19.95,0.0021,0.52,58.5,"Temperate",0.129
"356","Plot356","FIA",32.7,-95.33,-1.68,0.107,0.008,22.82,207,5.900000095,20.01,0.002,0.48,55.25,"Temperate",0.099
"357","Plot357","FIA",34.55,-91.26,-1.44,0.174,0.072,20.76,254,6.300000191,31.46,0.0032,0.43,67.75,"Temperate",0.102
"358","Plot358","FIA",33.21,-92.25,-2.06,0.134,0.01,13.59,295,4.900000095,26.49,0.0019,0.76,42.25,"Temperate",0.124
"359","Plot359","FIA",33.58,-91.73,-2.62,0.357,0.005,16.18,296,5.199999809,19.4,0.0033,0.4,67.75,"Temperate",0.352
"360","Plot360","FIA",33.58,-93.53,-1.75,0.281,0.016,13.64,304,4.800000191,20.64,0.002,0.33,50.75,"Temperate",0.265
"361","Plot361","FIA",33.97,-93.64,-1.66,0.218,0.076,16.91,310,4.900000095,19.62,0.0019,0.38,60.75,"Temperate",0.142
"362","Plot362","FIA",33.74,-93.67,-0.82,0.324,0.296,14.9,305,5.400000095,21.25,0.0038,0.44,61.75,"Temperate",0.028
"363","Plot363","FIA",33.67,-94.41,-2.19,0.51,0.1,18.6,276,6.099999905,19.6,0.0028,0.43,63.75,"Temperate",0.41
"364","Plot364","FIA",34.91,-93.23,-3.23,0.352,0,20.06,280,5.5,21.71,0.0036,0.33,81.75,"Temperate",0.352
"365","Plot365","FIA",34.88,-93.24,-3.05,0.153,0.039,20.2,280,5.5,22.04,0.0018,0.24,64.75,"Temperate",0.114
"366","Plot366","FIA",34.77,-92.94,-0.78,0.127,0.165,18.62,301,5.5,27.63,0.0028,0.37,71.75,"Temperate",-0.038
"367","Plot367","FIA",34.77,-94.31,-2.19,0.269,0.01,22.33,294,5.5,24.03,0.0024,0.35,75.75,"Temperate",0.259
"368","Plot368","FIA",34.98,-93.78,-1.53,0.096,0.047,19.97,298,4.900000095,27.2,0.0017,0.39,85.75,"Temperate",0.049
"369","Plot369","FIA",35.02,-93.36,-2.76,0.427,0.022,21.74,269,5.5,23.37,0.0044,0.35,76.75,"Temperate",0.405
"370","Plot370","FIA",34.58,-93.14,-1.03,0.084,0.075,18.75,315,5.900000095,21.76,0.0018,0.3,88.75,"Temperate",0.00900000000000001
"371","Plot371","FIA",35.11,-93.78,-2.57,0.21,0.022,20.31,272,4.900000095,23.79,0.0024,0.37,76.75,"Temperate",0.188
"372","Plot372","FIA",35.19,-93.57,-0.79,0.03,0.026,19.66,278,6.699999809,23.14,0.0022,0.36,84.75,"Temperate",0.004
"373","Plot373","FIA",34.59,-93.47,-1.94,0.238,0.036,19.45,301,5.5,21.52,0.0025,0.41,77.75,"Temperate",0.202
"374","Plot374","FIA",34.72,-93.73,-2.54,0.167,0.007,20.14,303,5.5,23.24,0.0028,0.36,77.75,"Temperate",0.16
"375","Plot375","FIA",35.74,-93.27,-0.97,0.005,0.003,20.63,269,4.900000095,24.24,0.0015,0.29,71.75,"Temperate",0.002
"376","Plot376","FIA",35.79,-93.27,-1.18,0.116,0.064,20.68,273,4.900000095,23.34,0.0026,0.32,94.75,"Temperate",0.052
"377","Plot377","FIA",35.92,-93.21,-1.34,0.059,0.055,21.13,280,4.900000095,25.88,0.0026,0.44,83.75,"Temperate",0.004
"378","Plot378","FIA",35.55,-92.91,-2.21,0.232,0.016,19.13,263,4.900000095,25.03,0.0022,0.42,69.75,"Temperate",0.216
"379","Plot379","FIA",35.72,-92.96,-0.67,0.043,0.047,20.24,273,4.900000095,23.23,0.0014,0.3,84.75,"Temperate",-0.004
"380","Plot380","FIA",35.92,-92.92,-3.61,0.142,0.017,20.98,269,4.900000095,24.82,0.0017,0.37,77.75,"Temperate",0.125
"381","Plot381","FIA",36.04,-92.18,-1.52,0.191,0.033,18.97,261,5.5,23.21,0.0026,0.38,76.75,"Temperate",0.158
"382","Plot382","FIA",35.69,-92.65,-2.04,0.258,0.033,20.94,261,4.900000095,23.27,0.0026,0.31,71.75,"Temperate",0.225
"383","Plot383","FIA",35.59,-92.7,-2.44,0.105,0.003,20.52,267,4.900000095,23.82,0.0012,0.38,80.75,"Temperate",0.102
"384","Plot384","FIA",35.54,-94.28,-1.68,0.165,0.087,23.12,272,5,20.67,0.0022,0.34,86.75,"Temperate",0.078
"385","Plot385","FIA",35.69,-93.92,-2.06,0.358,0.025,21.98,279,4.900000095,27.61,0.0019,0.38,74.75,"Temperate",0.333
"386","Plot386","FIA",36.48,-91.48,-1.13,0.081,0.031,17.42,258,5.5,20.67,0.0022,0.41,87.75,"Temperate",0.05
